528cbd848aaab36008000003,umesiso,false,道路脇や公園など、名古屋は緑が多いほうだと思います。しかし、道路の雑草や植木が伸び放題になっていて、処理が追いついてないのだと思うことがあります。草木が伸びると自然というより、周りの環境も暗くなりがちです。また、ゴミや犬の糞なども多く見られます。快適とはいえない、道路の植木（木々）どうにか市民の手で環境を確保できないものでしょうか・・
528cc9588aaab39c38000006,umesiso,false,http://www.city.nagoya.jp/kurashi/category/15-4-3-0-0-0-0-0-0-0.htmlこんな事もやっていたんですhttp://www.chunichi.co.jp/article/feature/cop10/list/201012/CK2010121902000139.html
528cd02c8aaab3ee08000011,それいゆ,false,umesisoさん、早速サイト見てみました。ナゴヤが「高さ１メートル以上の街路樹は１平方キロ当たり９９１本と政令市でトップ」とは知りませんでした。確かに緑が多く感じるのは、そういう状態だからだったんですね。ただ、「街路樹文化の発祥の地ナゴヤを目指したい」と言う市長の発言は、3年経った今どんな状況なんでしょうか。
528d4c628aaab3ba54000011,点線横断,true,街路樹の話題が挙がっていますが、名古屋の緑、緑化、緑地に関して現場、そして現状に対してのご意見はありませんか？
528dfe608aaab3927d00002f,umesiso,false,他の地域では、街路樹オーナー、パートナー制度、また、積極的なボランティアによる清掃、また、犬の糞対策では、大阪府泉佐野市が罰金（警察OBの雇用）などあります。台北では喫煙の写真やビデオを撮影し通報すれば報奨金がもらえる制度もある（罰金の数％）ようです。このようなものを組み合わせるといい気がします。街路樹がきれいなのは、道もきれいにすることであるかと思います。
528e00a68aaab33904000045,よこた,true,街路樹や歩道の管理に市民が参加する例は、他地域でもたまに見られますね。市民参加での緑化と保全に関し、みなさんの周囲で実践されている方はいらっしゃいますか。ご意見お聞かせください。
528e012d8aaab3390400004a,点線横断,false,街路樹オーナー、パートナー制度おもしろそうですね。詳しく教えてください
528e07c38aaab356d8000012,umesiso,false,神奈川のパートナー制度は寄付金を募り木に表示板等をつける。そのお金で樹木のメンテに運用。樹木オーナー（表示板の付いた木々の植樹
528e088a8aaab356d8000017,umesiso,false,ちなみに、町の美化や公共施設のパートナー制度もありました。名古屋でもボランティアさんが公園や道路の掃除をしていたりしていますが、登録団体表示があると、どの公園で誰がやっているのかわかりますhttp://www.city.saijo.ehime.jp/khome/shimin/machibika.htmlhttp://www.e-rumoi.jp/rumoi-hp/03gyousei/16toshiseibi/partner/seidogaiyou.htm
528e19188aaab3346c00004e,点線横断,true,ファシリテーターです。umesisoさんパートナー制度の事例ありがとうございます。市民が環境美化の観点から一緒にまちを見守り、まちを作っていく制度はいいですね。市民が参加できる自然保全の活動などは、名古屋ではどうなのでしょうか。どなたか、ご意見ありませんでしょうか？
528f41958aaab36a6e00001d,umesiso,false,町内会での取り組み。後は各区の土木事務所で公園愛護会というのがあるみたいです。本当にそういう組織があるのか、あまり知られていないとおもいまhttp://www.city.nagoya.jp/somu/cmsfiles/contents/0000037/37366/A4kouennijikannri.pdf#search='%E5%85%AC%E5%9C%92%E6%84%9B%E8%AD%B7%E4%BC%9A+%E5%90%8D%E5%8F%A4%E5%B1%8B'　　　　
528f41a38aaab362b800001c,umesiso,false,http://www.city.nagoya.jp/ryokuseidoboku/page/0000011428.html
